Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Other,Minnesota,,False,False,False,By Day,Food,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,518,29.536679537,4519,484.01,32,1,153,1790,383679.63,32
Other,Minnesota,,False,False,False,By Day,Funeral Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,518,29.536679537,4520,484.01,13135,1,153,1790,383679.63,13135
Other,Minnesota,,False,False,False,By Day,Health Care: Eye Care,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,518,29.536679537,4521,484.01,187.41,1,153,1790,383679.63,187.41
Other,Minnesota,,False,False,False,By Day,Health Care: Medical Discount Plans\Cards\Insurance,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,518,29.536679537,4522,484.01,428.115,1,153,1790,383679.63,856.23
Other,Minnesota,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,518,29.536679537,4523,484.01,309.5,1,153,1790,383679.63,7641.78
Other,Minnesota,,False,False,False,By Day,Health Care: Other Products\Supplies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",17,518,29.536679537,4524,484.01,94.84,1,153,1790,383679.63,1893.94
Other,Minnesota,,False,False,False,By Day,Home Appliances,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,518,29.536679537,4525,484.01,42.265,1,153,1790,383679.63,84.53
Other,Minnesota,,False,False,False,By Day,Home Repair,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,518,29.536679537,4526,484.01,824,1,153,1790,383679.63,11314
Other,Minnesota,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",18,518,29.536679537,4527,484.01,722.1,1,153,1790,383679.63,7216.49
Other,Minnesota,,False,False,False,By Day,Jewelry\Watches,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,518,29.536679537,4528,484.01,380,1,153,1790,383679.63,2791.55
Other,Minnesota,,False,False,False,By Day,Lending: Auto Title Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,518,29.536679537,4529,484.01,,1,153,1790,383679.63,0
Other,Minnesota,,False,False,False,By Day,Lending: Finance Company,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,518,29.536679537,4530,484.01,500,1,153,1790,383679.63,6119.77
Other,Minnesota,,False,False,False,By Day,Lending: Mortgage,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",36,518,29.536679537,4531,484.01,1200,1,153,1790,383679.63,2400
Other,Minnesota,,False,False,False,By Day,Lending: Other Institutions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,518,29.536679537,4532,484.01,1005,1,153,1790,383679.63,1005
Other,Minnesota,,False,False,False,By Day,Lending: Payday Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,518,29.536679537,4533,484.01,2416.02,1,153,1790,383679.63,2416.02
Other,Minnesota,,False,False,False,By Day,Lending: Student Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",17,518,29.536679537,4534,484.01,,1,153,1790,383679.63,0
Other,Minnesota,,False,False,False,By Day,Negative Online Reviews,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,518,29.536679537,4535,484.01,20,1,153,1790,383679.63,20
Other,Minnesota,,False,False,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",94,518,29.536679537,4536,484.01,898,1,153,1790,383679.63,199192.86
Other,Minnesota,,False,False,False,By Day,Television: Satellite & Cable,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",27,518,29.536679537,4537,484.01,107.5,1,153,1790,383679.63,3541.08
Other,Minnesota,,False,False,False,By Day,Third Party Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,518,29.536679537,4538,484.01,330,1,153,1790,383679.63,1412
Other,Minnesota,,False,False,False,By Day,Tobacco Products,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,518,29.536679537,4539,484.01,,1,153,1790,383679.63,0
Other,Minnesota,,False,False,False,By Day,Video and Internet Gaming\Virtual Reality,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,518,29.536679537,4540,484.01,57.555,1,153,1790,383679.63,115.11
Other,Connecticut,,False,False,False,By Day,Auto: Financing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,648,28.395061728,3745,309.19,500,1,184,1955,392451.25,500
Other,Connecticut,,False,False,False,By Day,Auto: Parts & Repairs,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,648,28.395061728,3746,309.19,675,1,184,1955,392451.25,8512.39
Other,Connecticut,,False,False,False,By Day,Auto: Renting & Leasing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,648,28.395061728,3747,309.19,221.545,1,184,1955,392451.25,1149.8
Other,Connecticut,,False,False,False,By Day,Auto: Sales – New,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",25,648,28.395061728,3748,309.19,734.71,1,184,1955,392451.25,70366.45
Other,Connecticut,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,648,28.395061728,3749,309.19,4776,1,184,1955,392451.25,58217.69
Other,Connecticut,,False,False,False,By Day,Auto: Warranty Plans & Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,648,28.395061728,3750,309.19,11213,1,184,1955,392451.25,22426
Other,Connecticut,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",69,648,28.395061728,3751,309.19,1200,1,184,1955,392451.25,45546.53
Other,Connecticut,,False,False,False,By Day,Broadband Internet Services and Content: Cost,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,648,28.395061728,3752,309.19,,1,184,1955,392451.25,0
